example_id                                                    | status | run_time        |
./spec/sidekiq/queue_throttled/job_spec.rb[1:2:6]             | passed | 0.00015 seconds |
./spec/sidekiq/queue_throttled/job_spec.rb[1:2:7]             | passed | 0.00015 seconds |
./spec/sidekiq/queue_throttled/job_spec.rb[1:2:8]             | passed | 0.00016 seconds |
./spec/sidekiq/queue_throttled/job_spec.rb[1:2:9]             | passed | 0.00016 seconds |
./spec/sidekiq/queue_throttled/job_spec.rb[1:2:10]            | passed | 0.00016 seconds |
./spec/sidekiq/queue_throttled/job_spec.rb[1:2:11]            | passed | 0.00015 seconds |
./spec/sidekiq/queue_throttled/job_spec.rb[1:2:12]            | passed | 0.00016 seconds |
./spec/sidekiq/queue_throttled/job_spec.rb[1:2:13]            | passed | 0.00016 seconds |
./spec/sidekiq/queue_throttled/job_spec.rb[1:3:1]             | passed | 0.00072 seconds |
./spec/sidekiq/queue_throttled/job_spec.rb[1:3:2]             | passed | 0.00139 seconds |
./spec/sidekiq/queue_throttled/job_throttler_spec.rb[1:1:1]   | passed | 0.00024 seconds |
./spec/sidekiq/queue_throttled/job_throttler_spec.rb[1:1:2]   | passed | 0.00018 seconds |
./spec/sidekiq/queue_throttled/job_throttler_spec.rb[1:2:1:1] | passed | 0.00011 seconds |
./spec/sidekiq/queue_throttled/job_throttler_spec.rb[1:2:2:1] | passed | 0.00022 seconds |
./spec/sidekiq/queue_throttled/job_throttler_spec.rb[1:2:2:2] | passed | 0.00065 seconds |
./spec/sidekiq/queue_throttled/job_throttler_spec.rb[1:2:2:3] | passed | 0.00053 seconds |
./spec/sidekiq/queue_throttled/job_throttler_spec.rb[1:2:3:1] | passed | 0.00015 seconds |
./spec/sidekiq/queue_throttled/job_throttler_spec.rb[1:2:3:2] | passed | 0.00047 seconds |
./spec/sidekiq/queue_throttled/job_throttler_spec.rb[1:2:3:3] | passed | 0.00072 seconds |
./spec/sidekiq/queue_throttled/job_throttler_spec.rb[1:2:4:1] | passed | 0.0003 seconds  |
./spec/sidekiq/queue_throttled/job_throttler_spec.rb[1:3:1:1] | passed | 0.0001 seconds  |
./spec/sidekiq/queue_throttled/job_throttler_spec.rb[1:3:2:1] | passed | 0.00037 seconds |
./spec/sidekiq/queue_throttled/job_throttler_spec.rb[1:3:2:2] | passed | 0.00066 seconds |
./spec/sidekiq/queue_throttled/job_throttler_spec.rb[1:3:2:3] | passed | 0.00079 seconds |
./spec/sidekiq/queue_throttled/job_throttler_spec.rb[1:3:3:1] | passed | 0.00022 seconds |
./spec/sidekiq/queue_throttled/job_throttler_spec.rb[1:3:3:2] | passed | 0.00043 seconds |
./spec/sidekiq/queue_throttled/job_throttler_spec.rb[1:4:1:1] | passed | 0.0045 seconds  |
./spec/sidekiq/queue_throttled/job_throttler_spec.rb[1:4:2:1] | passed | 0.00214 seconds |
./spec/sidekiq/queue_throttled/job_throttler_spec.rb[1:4:2:2] | passed | 0.00612 seconds |
./spec/sidekiq/queue_throttled/job_throttler_spec.rb[1:4:3:1] | passed | 0.00015 seconds |
./spec/sidekiq/queue_throttled/job_throttler_spec.rb[1:5:1:1] | passed | 0.00066 seconds |
./spec/sidekiq/queue_throttled/job_throttler_spec.rb[1:5:2:1] | passed | 0.00079 seconds |
./spec/sidekiq/queue_throttled/job_throttler_spec.rb[1:5:2:2] | passed | 0.00024 seconds |
./spec/sidekiq/queue_throttled/job_throttler_spec.rb[1:5:3:1] | passed | 0.00054 seconds |
./spec/sidekiq/queue_throttled/job_throttler_spec.rb[1:5:4:1] | passed | 0.00068 seconds |
./spec/sidekiq/queue_throttled/job_throttler_spec.rb[1:6:1]   | passed | 0.00155 seconds |
./spec/sidekiq/queue_throttled/job_throttler_spec.rb[1:6:2]   | passed | 0.00058 seconds |
./spec/sidekiq/queue_throttled/job_throttler_spec.rb[1:6:3]   | passed | 0.0007 seconds  |
./spec/sidekiq/queue_throttled/job_throttler_spec.rb[1:7:1]   | passed | 0.0013 seconds  |
./spec/sidekiq/queue_throttled/middleware_spec.rb[1:1:1:1]    | passed | 0.00033 seconds |
./spec/sidekiq/queue_throttled/middleware_spec.rb[1:1:2:1]    | passed | 0.00045 seconds |
./spec/sidekiq/queue_throttled/middleware_spec.rb[1:1:2:2]    | passed | 0.00296 seconds |
./spec/sidekiq/queue_throttled/middleware_spec.rb[1:1:3:1]    | passed | 0.00073 seconds |
./spec/sidekiq/queue_throttled/middleware_spec.rb[1:1:3:2]    | passed | 0.00098 seconds |
./spec/sidekiq/queue_throttled/middleware_spec.rb[1:1:3:3]    | passed | 0.00104 seconds |
./spec/sidekiq/queue_throttled/middleware_spec.rb[1:1:4:1]    | passed | 0.00105 seconds |
./spec/sidekiq/queue_throttled/middleware_spec.rb[1:1:5:1]    | passed | 0.00068 seconds |
./spec/sidekiq/queue_throttled/middleware_spec.rb[1:1:5:2]    | passed | 0.00223 seconds |
./spec/sidekiq/queue_throttled/middleware_spec.rb[1:2:1]      | passed | 0.00009 seconds |
./spec/sidekiq/queue_throttled/middleware_spec.rb[1:2:2]      | passed | 0.00013 seconds |
./spec/sidekiq/queue_throttled/middleware_spec.rb[1:2:3]      | passed | 0.0001 seconds  |
./spec/sidekiq/queue_throttled/middleware_spec.rb[1:3:1]      | passed | 0.00015 seconds |
./spec/sidekiq/queue_throttled/middleware_spec.rb[1:3:2]      | passed | 0.00058 seconds |
./spec/sidekiq/queue_throttled/middleware_spec.rb[1:3:3]      | passed | 0.00023 seconds |
./spec/sidekiq/queue_throttled/middleware_spec.rb[1:4:1]      | passed | 0.0005 seconds  |
./spec/sidekiq/queue_throttled/middleware_spec.rb[1:4:2]      | passed | 0.00098 seconds |
./spec/sidekiq/queue_throttled/queue_limiter_spec.rb[1:1:1]   | passed | 0.00013 seconds |
./spec/sidekiq/queue_throttled/queue_limiter_spec.rb[1:1:2]   | passed | 0.00014 seconds |
./spec/sidekiq/queue_throttled/queue_limiter_spec.rb[1:1:3]   | passed | 0.00016 seconds |
./spec/sidekiq/queue_throttled/queue_limiter_spec.rb[1:2:1]   | passed | 0.0004 seconds  |
./spec/sidekiq/queue_throttled/queue_limiter_spec.rb[1:2:2]   | passed | 0.0011 seconds  |
./spec/sidekiq/queue_throttled/queue_limiter_spec.rb[1:2:3]   | passed | 0.00088 seconds |
./spec/sidekiq/queue_throttled/queue_limiter_spec.rb[1:2:4]   | passed | 0.00046 seconds |
./spec/sidekiq/queue_throttled/queue_limiter_spec.rb[1:2:5]   | passed | 0.00058 seconds |
./spec/sidekiq/queue_throttled/queue_limiter_spec.rb[1:3:1]   | passed | 0.00058 seconds |
./spec/sidekiq/queue_throttled/queue_limiter_spec.rb[1:3:2]   | passed | 0.00014 seconds |
./spec/sidekiq/queue_throttled/queue_limiter_spec.rb[1:3:3]   | passed | 0.00016 seconds |
./spec/sidekiq/queue_throttled/queue_limiter_spec.rb[1:3:4]   | passed | 0.00038 seconds |
./spec/sidekiq/queue_throttled/queue_limiter_spec.rb[1:4:1]   | passed | 0.0002 seconds  |
./spec/sidekiq/queue_throttled/queue_limiter_spec.rb[1:4:2]   | passed | 0.00098 seconds |
./spec/sidekiq/queue_throttled/queue_limiter_spec.rb[1:4:3]   | passed | 0.00095 seconds |
./spec/sidekiq/queue_throttled/queue_limiter_spec.rb[1:5:1]   | passed | 0.00021 seconds |
./spec/sidekiq/queue_throttled/queue_limiter_spec.rb[1:5:2]   | passed | 0.00045 seconds |
./spec/sidekiq/queue_throttled/queue_limiter_spec.rb[1:5:3]   | passed | 0.00112 seconds |
./spec/sidekiq/queue_throttled/queue_limiter_spec.rb[1:5:4]   | passed | 0.00023 seconds |
./spec/sidekiq/queue_throttled/queue_limiter_spec.rb[1:6:1]   | passed | 0.00081 seconds |
./spec/sidekiq/queue_throttled/queue_limiter_spec.rb[1:6:2]   | passed | 0.00152 seconds |
./spec/sidekiq/queue_throttled/queue_limiter_spec.rb[1:7:1]   | passed | 0.00151 seconds |
./spec/sidekiq/queue_throttled/queue_limiter_spec.rb[1:7:2]   | passed | 0.00136 seconds |
./spec/sidekiq/queue_throttled/queue_limiter_spec.rb[1:8:1]   | passed | 0.00066 seconds |
./spec/sidekiq/queue_throttled/queue_limiter_spec.rb[1:8:2]   | passed | 0.00093 seconds |
